,date,id,content,username
10,2020-12-25 11:57:52+00:00,1342439413813555200,$GOOG 🇺🇸 Why #Alphabet Is One of Barron's Top #Stock Picks for the New Year  https://t.co/1rIsTx0kYo,MarcoDaCostaFX
11,2020-12-25 09:02:14+00:00,1342395216398061568,Alphabet Is One of Barron's Top Stock Picks for the New Year $GOOG https://t.co/UyosP9kfmf,newsfilterio
12,2020-12-24 20:38:33+00:00,1342208060517826560,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.37% to $1,737 #OptionsFlow  #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/lmUdyymXbh",TickwatcherMF
13,2020-12-24 17:03:02+00:00,1342153824606294016,"Goldman Sees Double-Digit Gains for Alphabet and Facebook Stock. Here’s Why. https://t.co/xIk9ju83b5 via @Barronsonline 

$FB $GOOG",BizTechia
14,2020-12-24 16:38:32+00:00,1342147660858286081,@garyblack00 @heydave7 Gary - Do institutional investors own Alphabet stock? Looks like 68% institutional for Goog and 42% for Tsla?,bburnworth
15,2020-12-23 22:30:54+00:00,1341873946753441793,"#Dec23st #AnalystCalls @GoldmanSachs $GS @Facebook $FB @Google $GOOG   
 Goldman Sees Double-Digit Gains for Alphabet and Facebook Stock. Here’s Why. https://t.co/juG64Tn01h via @BarronsOnline",pkchin888
16,2020-12-23 17:07:22+00:00,1341792526995341315,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.28% to $1,728.04 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/3PUzStLpM9",TickwatcherMF
17,2020-12-23 16:40:36+00:00,1341785789814943745,"What if you could buy tech that makes you win from so many competitors? Wonder who will buy $mvis. #ford? #apple? #microsoft? #toyoya? #alphabet? $aapl $msft $f $goog $tyo (they don't want you to know of course, the higher the stock$, the more they need to pay to acquire $mvis)",LennUwland
18,2020-12-22 19:43:31+00:00,1341469436834791425,Discussed Alphabet Inc. $GOOG with @KevinHincks_TDA on #MidDayTrade @TDANetwork. Will the 50 day moving average hold the current trend or fill the gap? What strategies may one consider as a stock is at or near support? #TDAEducation https://t.co/9lwVNvxAzn,JMcNichol_TDA
19,2020-12-18 01:40:30+00:00,1339747332875841538,"When Tesla $TSLA joins the S&amp;P 500 after tomorrow's close it will join as the 6th largest stock in the index by market cap behind:

1 Apple $AAPL
2 Microsoft $MSFT
3 Amazon $AMZN
4 Alphabet $GOOG
5 Facebook $FB https://t.co/98l0qwQmwG",StockMKTNewz
20,2020-12-17 09:23:15+00:00,1339501403472072706,"-Alphabet (GOOG): A group of states have filed antitrust charges against GOOG; states are targeting its advertising technology services, according to CNBC

-AutoZone (AZO) authorizes repurchase of additional $1.5 bln of common stock

#google #stock #market #WallSt",OrionDeimos
21,2020-12-17 02:58:25+00:00,1339404553251401733,"If Bitcoin $BTC were a U.S listed stock it would currently have the 12th largest market cap behind:

1 Apple $AAPL
2 Microsoft $MSFT
3 Amazon $AMZN
4 Alphabet $GOOG
5 Facebook $FB
6 Alibaba $BABA
7 Tesla $TSLA
8 Berkshire $BRK.B
9 Visa $V
10 Taiwan Semi $TSM
11 Walmart $WMT",StockMKTNewz
22,2020-12-16 14:26:51+00:00,1339215418808885249,"Alphabet $GOOG, $GOOGL target raised by JP Morgan $JPM from $1870 to $2050 at OVERWEIGHT. Stock currently around $1760s.

$SPY $QQQ $TSLA $AAPL $AMZN $MSFT $BABA $GOOG $NVDA $NIO $FB $FSR $PTON $TDOC $SQ $PENN $DKNG $TWTR $BA $XPEV $PLTR $BYND $MRNA $PFE $LI $SOLO https://t.co/nDFhthXV1f",PsychoTrader00
23,2020-12-14 22:56:56+00:00,1338619008564674560,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/uEAZqROv3z",MITickWatcher
24,2020-12-14 17:49:35+00:00,1338541659940859906,▶︎ Want to Buy Alphabet (GOOG) Stock? Here’s What You Need to Know https://t.co/RoFsk6ONPe VIΛ WICҚƸ︎Đ✧ȘPĿIҬŚ FINΛNCIΛL REΛDS,WickedSplits
25,2020-12-14 15:04:26+00:00,1338500097617715200,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.68% to $1,793.89 #OptionsFlow  #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/0SiiLI0yBb. https://t.co/egkr3qoqky",MinteractApp
26,2020-12-11 23:17:27+00:00,1337537008193908737,"Tesla $TSLA will be joining the S&amp;P 500 in 10 days

If Tesla were in the index ot would be the 6th largest stock by market cap behind:

1 Apple $AAPL $2.09T
2 Microsoft $MSFT $1.61T
3 Amazon $AMZN $1.58T
4 Alphabet $GOOG $1.22T
5 Facebook $FB $785B
6 Tesla $TSLA $573B",StockMKTNewz
27,2020-12-09 19:36:35+00:00,1336756650862993410,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.76% to $1,786.56 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/T1HIQp5CPO",TickwatcherMF
28,2020-12-09 14:54:41+00:00,1336685706014380033,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.82% to $1,833.69 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf https://t.co/0IcVixuog9 https://t.co/4huIKxdIoP",TickwatcherMF
29,2020-12-09 09:08:10+00:00,1336598501376094209,Stock Articles &amp; News: Alphabet Inc. (GOOG.L) - REVENUE (2004-2019) https://t.co/IC3G5fjZvb,bullis0
30,2020-12-08 22:34:50+00:00,1336439118897664000,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/a9bWZJlOAm",MITickWatcher
31,2020-12-07 22:44:27+00:00,1336079151074197506,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/5JE2nlrW3B https://t.co/oL45fpp59L",MinteractApp
32,2020-12-07 18:17:41+00:00,1336012018210369539,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.95% to $1,810.69 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B
https://t.co/zELnGLzoHY https://t.co/BEIbdzjDB0",MinteractApp
33,2020-12-06 10:31:17+00:00,1335532254924337152,@DeepMind  and @Waymo aren’t priced correctly in the Alphabet conglomerate. These 2 bets alone make Alphabet the most undervalued mega cap stock and it’s not even close $goog,whoisAdamSmith
34,2020-12-04 22:46:36+00:00,1334992529020706817,"$GOOG #Alphabet #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/eN0KOl17h5",MITickWatcher
35,2020-12-04 00:28:11+00:00,1334655705060696067,"All the stocks with a price currently over $1,000

Berkshire $BRK.A
$NVR
Seaboard $SEB
Amazon $AMZN
Booking $BKNG
Cable One $CABO
Alphabet $GOOG $GOOGL 
Mercadolibre $MELI
Chipotle $CMG
AutoZone $AZO
Mettler $MTD
Shopify $SHOP

Which one do you think will do a stock split first?",StockMKTNewz
36,2020-12-03 22:38:39+00:00,1334628140757348353,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/XVZ1T3SReV",MITickWatcher
37,2020-12-03 20:04:49+00:00,1334589425884381185,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.33% to $1,833.27 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/IWZSYMAia0 https://t.co/DWD2HYBXQf",OptionsProOI
38,2020-12-03 19:08:24+00:00,1334575230547677185,"#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Excellent #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY
https://t.co/wuIqHlZu9V https://t.co/Xjr4ZTeLr9",MITickWatcher
39,2020-12-03 17:46:03+00:00,1334554505019498496,"#Options Flow Grid Update $GOOG #OptionsTrading #alphabet Shares Down 0.30% to $1,834.26 #OptionsFlow #Google #YouTube #stocks #stock #StockMarket #investing #Investment https://t.co/IWZSYMAia0
https://t.co/710KuXWFuQ https://t.co/pj5wiX5ioX",OptionsProOI
40,2020-12-03 17:45:35+00:00,1334554388019380224,"#Options Flow Grid Update $GOOG #OptionsTrading #alphabet Shares Down 0.30% to $1,834.26 #OptionsFlow #Google #YouTube #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst
https://t.co/ZHFAxPDVWy https://t.co/vNK2mBCDNF",OptionsMaxPain
41,2020-11-30 22:58:30+00:00,1333545971221811200,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/nTEnYE3PNN",MITickWatcher
42,2020-11-30 18:09:59+00:00,1333473366171287553,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻1.83% to $1,760.01 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcVOEf
https://t.co/3xyY9fqEVp https://t.co/ad7vz5ECap",TickwatcherMF
43,2020-11-28 09:32:20+00:00,1332618319904600066,"Tesla is not the only great #FATMAA stock Papua New Guineans can invest in, there's also the rest:

Facebook $fb
Alphabet $goog
Tesla $tsla
Microsoft $msft
Amazon $amzn
Apple $aapl

2 of them only pay a small dividend not like #PNG but all still have a lot of upside to go",SamoNaro
44,2020-11-27 23:14:01+00:00,1332462713331707904,#Williams #Jones Wealth Management LLC. Trims Stock Position in Alphabet Inc. (#NASDAQ:GOOG) https://t.co/HizGAK9Qev https://t.co/DO0YoWf22Z,jenkers_en
45,2020-11-27 22:32:19+00:00,1332452219161985024,"$GOOG #Alphabet #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/JZ5YHwEMHm",MITickWatcher
46,2020-11-27 20:34:37+00:00,1332422600790720513,"#Options Flow Grid Update $GOOG #OptionsTrading #alphabet Shares Down 1.23% to $1,795.79 #OptionsFlow #Google #YouTube #stocks #stock #StockMarket #investing #Investment https://t.co/Gr3YvQQ4OY https://t.co/JA1JSntgQl",MITickWatcher
47,2020-11-25 22:40:44+00:00,1331729559704592385,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/vsOAclqscc",MITickWatcher
48,2020-11-24 23:15:46+00:00,1331375991390781440,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/NVAQvIpE4L",MITickWatcher
49,2020-11-24 15:24:16+00:00,1331257333662420994,"#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst
https://t.co/aBDkv6tvxx https://t.co/mPffTbJsmp",OptionsMaxPain
50,2020-11-24 15:18:54+00:00,1331255982169542657,"#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst
https://t.co/aBDkv6tvxx https://t.co/1bxOOmrWPA",OptionsMaxPain
51,2020-11-24 15:17:56+00:00,1331255739243925511,"#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Neutral; #momentum score Neutral #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY
https://t.co/PqvR9T3885 https://t.co/OfADozgE1y",MITickWatcher
52,2020-11-23 22:38:26+00:00,1331004208749846529,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/c49QgZmGI9",MITickWatcher
53,2020-11-23 15:03:51+00:00,1330889805597528071,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.07% to $1,740.33 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlrW3B https://t.co/j8zufUfgx6 https://t.co/zM8V24nAhG",MinteractApp
54,2020-11-20 22:51:40+00:00,1329920373094117378,"$GOOG #Alphabet #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/88TBS4iSJd",MITickWatcher
55,2020-11-19 20:37:25+00:00,1329524198872674306,"Here are the 12 stocks that currently have a stock price over $1,000

Berkshire $BRK.A $344,264
$NVR $4,228
Seaboard $SEB $3,278
Amazon $AMZN $3,119
Booking $BKNG $2,020
$CABO $1,984
Alphabet $GOOG $1,757
$MELI $1,372
Chipolte $CMG $1,310
$MTD $1,149
$AZO $1,133
$MKL $1,003",StockMKTNewz
56,2020-11-19 15:22:29+00:00,1329444945648906246,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQytXq https://t.co/VyR82IJaze",MITickWatcher
57,2020-11-18 20:22:21+00:00,1329158020186648578,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.58% to $1,758.66 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcEdMH https://t.co/wyvij5ZcK0",TickwatcherMF
58,2020-11-17 20:35:58+00:00,1328799060770185216,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares  🔻0.63% to $1,770.12 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/Gr3YvQQ4OY https://t.co/KgBkGsx1oh",MITickWatcher
59,2020-11-17 15:27:00+00:00,1328721305261072385,"$GOOG Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY
https://t.co/j3Wi3mSXeh https://t.co/83vjoSU1J9",MITickWatcher
60,2020-11-17 11:29:40+00:00,1328661581119463424,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/2iYQ4Pjkhe #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/6muyIgahuK",Tickeron
61,2020-11-17 01:52:57+00:00,1328516445215612935,"Tesla $TSLA market cap after today's after-hours move is around $420B, that would make it the 9 biggest S&amp;P stock behind:

1 Apple $AAPL
2 Microsoft $MSFT
3 Amazon $AMZN
4 Alphabet $GOOG
5 Facebook $FB
6 Berkshire $BRK.B
7 Visa $V
8 Walmart $WMT",StockMKTNewz
62,2020-11-16 20:37:45+00:00,1328437121162440704,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️0.31% to $1,782.55 #OptionsFlow  #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrpqst https://t.co/1raOyLTA5r",OptionsMaxPain
63,2020-11-16 18:05:47+00:00,1328398875409801217,#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0 https://t.co/fSfoVRggIS,OptionsProOI
64,2020-11-16 18:04:12+00:00,1328398477991165952,#Alphabet $GOOG Has A Neutral #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/HkIAWWDyc5,OptionsMaxPain
65,2020-11-16 13:14:15+00:00,1328325510884065281,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/D1fnmG9Oxk #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/aNV2F7LQ6b",Tickeron
66,2020-11-15 10:34:17+00:00,1327922865690136576,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/YnpHupAQtS #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/JUMgRoFEvW",Tickeron
67,2020-11-14 12:23:47+00:00,1327588033969889281,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/iOPFzDoxNJ #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/kh8UG5pYl0",Tickeron
68,2020-11-13 23:01:48+00:00,1327386210206146560,Alphabet Inc - Class C (GOOG) stock rose by 1.5533%! Currently priced at 1777.02. https://t.co/sd20c0zoOm,AstroNetDkIOT
69,2020-11-13 22:38:31+00:00,1327380349752524801,"$GOOG #Alphabet #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/wLve8Dqbjl",MITickWatcher
70,2020-11-13 13:38:00+00:00,1327244325806366722,"$GOOG Is Alphabet Now the Best FAANG Stock to Own?

https://t.co/t5Pp2e0Ox7",TopStockAlerts1
71,2020-11-13 10:50:29+00:00,1327202166432403456,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/MabApzUORp #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/2O8V3mmfgA",Tickeron
72,2020-11-12 22:53:11+00:00,1327021654623469568,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/REvR3Wsby3",MITickWatcher
73,2020-11-12 21:29:07+00:00,1327000498210287622,"$GOOG Is Alphabet Now the Best FAANG Stock to Own?

https://t.co/t5Pp2e0Ox7",TopStockAlerts1
74,2020-11-12 20:51:14+00:00,1326990964867518464,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares 🔻0.18% to $1,749.23 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/IWZSYMAia0 https://t.co/SDAhvmRFjd",OptionsProOI
75,2020-11-12 10:59:47+00:00,1326842117860196352,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/TVQkT5EdWp #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/3GW4JIZyjV",Tickeron
76,2020-11-12 00:55:41+00:00,1326690092094812160,"@SMSlavisa Unfortunately, it is not possible to invest in YouTube stock directly. ... You can therefore indirectly invest in YouTube by buying Alphabet stock, which is a publicly-traded company and listed on the NASDAQ with the stock ticker symbols GOOGL and GOOG.
https://t.co/p0ro6HGbci",FrauSilovichka
77,2020-11-11 22:50:05+00:00,1326658486164467715,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQytXq https://t.co/jtHOa0Qr69",MITickWatcher
78,2020-11-11 11:12:24+00:00,1326482906051608577,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/ttmjPS9aN5 #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/6xzj0K1A03",Tickeron
79,2020-11-10 22:41:21+00:00,1326293898101092353,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/UKCLL2YxLw",MITickWatcher
80,2020-11-10 22:24:51+00:00,1326289745350193154,Alphabet Inc - Class C (GOOG) stock dropped by 1.2825%! Currently priced at 1740.39. https://t.co/sd20c0zoOm,AstroNetDkIOT
81,2020-11-10 22:14:58+00:00,1326287261097398272,Alphabet Inc - Class C (GOOG) stock dropped by 1.2825%! Currently priced at 1740.39. https://t.co/c4ybXIhX2s,EquityMongoose
82,2020-11-10 18:54:07+00:00,1326236714939998208,#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/hp2CRJoOdJ,MITickWatcher
83,2020-11-10 18:52:52+00:00,1326236397607383040,#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/IWZSYMAia0 https://t.co/vwuSWKn9dj,OptionsProOI
84,2020-11-10 12:41:12+00:00,1326142867056680965,"$GOOG's price moved above its 50-day Moving Average on October 29, 2020. View odds for this and other indicators: https://t.co/Ei7M3iKsTe #Alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/IDCkuI40xi",Tickeron
85,2020-11-09 22:46:50+00:00,1325932889414934528,"$GOOG #Alphabet #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Gr3YvQQ4OY https://t.co/ekLI9Lan43",MITickWatcher
86,2020-11-09 20:22:33+00:00,1325896582525452289,"#Options Flow Grid Update $GOOG #OptionsTrading Alphabet Shares ⬆️1.36% to $1,786.55 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/Gr3YvQQ4OY https://t.co/7j2nDFY1ue",MITickWatcher
87,2020-11-09 18:41:29+00:00,1325871147448111104,#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/UVcTFTcpHh,OptionsMaxPain
88,2020-11-09 18:41:26+00:00,1325871135494266880,#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrpqst https://t.co/OQYuVXgoCK,OptionsMaxPain
89,2020-11-09 18:41:06+00:00,1325871050890960896,#Alphabet $GOOG Has A Good #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Excellent; #momentum score Good #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/xkJRv0AvmS,MITickWatcher
